time,mouse_movement,mouse_clicks
482,2979.304387,3.8125
483,2576.06966,3.8125
484,1726.418665,2.8125
485,1503.056471,2.25
486,721.8180067,6.0625
487,405.8973856,8
488,2082.76276,5.9375
489,1290.043315,3.9375
490,2194.71795,4.9375
491,2842.315088,4.3125
492,2776.43025,4
493,2325.128978,6.9375
494,1452.074542,6.4375
495,1430.516836,5.125
496,1267.643381,5.5
497,1177.263575,5.6875
498,1801.169201,6.6875
499,1384.714575,5.25
500,1108.72739,5.5625
501,1012.301819,5.6875
502,975.8498192,7.75
503,983.6545831,7.75
504,680.1663013,8.8125
505,1296.443389,9.3125
506,893.0685323,8.5625
507,740.0411209,10.125
508,434.9713262,8.9375
509,664.1494242,7.3125
510,351.8299149,7.5
511,381.4760052,7.625
512,359.2506681,7.625
513,365.6206113,8.6875
514,823.4842836,4.25
515,932.4720493,4
516,1611.79025,1.875
517,4009.253247,0.8125
518,2184.098634,0.25
519,2918.353047,1.125
520,3254.298316,0.5
521,2817.039771,0.25
522,2031.824346,1.125
523,2039.782571,0.5625
524,2133.58756,1.25
525,3120.292701,0.625
526,2089.473455,0.3125
527,1375.827267,1.125
528,1381.668982,0.5625
529,1196.616724,0.25
530,1356.307703,1.125
531,1102.726442,0.5625
532,965.7098108,0.25
533,2184.802968,0.125
534,1182.079253,0.0625
535,753.4119282,1
536,1343.434794,1.5
537,1713.968082,1.75
538,2969.747848,0.875
539,2757.578364,1.4375
540,1875.733075,1.6875
541,2350.767522,0.8125
542,1774.496159,2.375
543,1619.597161,5.1875
544,855.6503607,4.5625
545,1919.936412,3.25
546,1733.322403,1.625
547,989.2286475,0.75
548,2340.701996,0.25
549,1368.647714,0.0625
550,1735.207511,0
551,1371.050215,1
552,1540.203079,0.5
553,2280.036256,1.25
554,1432.657988,2.625
555,990.5778364,3.3125
556,1031.197549,2.625
557,1111.78648,1.3125
558,1100.884295,1.625
559,936.2259184,2.75
560,1661.097025,1.3125
561,2430.141191,2.625
562,2867.631294,1.3125
563,1415.25303,0.625
564,1120.249659,5.25
565,1287.551387,5.625
566,1613.30976,3.75
567,1533.592428,3.875
568,904.8851533,3.9375
569,612.5110055,4.8125
570,606.2531462,4.3125
571,738.8131201,4.125
572,651.4151199,3
573,830.5830443,1.4375
574,773.8145466,1.625
575,716.9931411,0.75
576,1077.935067,3.3125
577,1395.198874,4.625
578,1290.227403,4.3125
579,1230.346624,7.125
580,1191.973935,5.5625
581,916.4891281,3.6875
582,784.2172112,1.75
583,377.0917251,0.8125
584,180.9019234,0.25
585,90.50792152,0.0625
586,551.677359,0
587,1195.685915,2
588,1144.842658,3
589,1252.411509,4.5
590,1593.655463,5.25
591,1177.8682,3.625
592,958.9085868,2.75
593,827.2243185,7.3125
594,657.2787986,4.5625
595,1626.351136,6.1875
596,1163.904647,7.0625
597,1316.956208,5.5
598,1228.385429,4.5625
599,1707.650318,3.25
600,1143.669238,3.5
601,956.2488392,4.625
602,1495.218118,4.25
603,1157.368054,5.0625
604,2172.966961,5.5
605,2238.516024,5.6875
606,1844.493487,6.75
607,1486.286025,5.3125
608,1275.25273,5.5625
609,1380.31697,4.6875
610,1101.177445,4.25
611,1257.953853,6
612,1289.359166,5.9375
613,844.4673068,6.875
614,1512.831631,6.375
615,1339.064478,6.125
616,1689.320971,2.9375
617,1239.314356,4.375
618,1493.774493,3.0625
619,1236.718852,7.4375
620,740.0438448,4.625
621,976.5190668,3.3125
622,689.9325843,6.5625
623,764.9817482,6.25
624,671.2574769,5.9375
625,559.7409304,4.9375
626,582.4049072,4.4375
627,526.0788787,4.0625
628,502.8057377,1.9375
629,561.5820794,0.875
630,526.8399271,0.375
631,442.686509,0.125
632,416.7370482,3
633,491.5342846,3.5
634,784.2349591,5.75
635,1875.652888,6.875
636,1311.627631,5.4375
637,1297.686697,7.625
638,925.5456038,9.75
639,649.6750909,9.75
640,447.7435752,10.75
641,817.6573569,9.3125
642,2122.229052,6.5
643,2190.912278,8.0625
644,1835.194357,7.875
645,1748.805042,8.75
646,1300.369116,8.25
647,1002.200597,7.0625
648,717.2555575,8.375
649,781.0017079,7.0625
650,581.1249654,6.375
651,1169.824905,5.0625
652,1774.881929,5.4375
653,2203.787937,5.5625
654,1924.147007,6.6875
655,2496.251045,7.25
656,2966.040316,4.5625
657,1778.541754,5.1875
658,951.1023971,7.5
659,1799.766952,5.625
660,2336.791121,4.6875
661,2293.093865,4.3125
662,2015.623865,5.0625
663,2656.842231,5.375
664,1454.122285,6.625
665,1099.897279,7.25
666,1848.402104,8.5625
667,2167.858949,6.1875
668,2321.029062,7
669,1460.996836,5.375
670,1146.010134,6.5625
671,1142.936294,5.125
672,2836.001987,3.5
673,1696.333951,4.625
674,2457.447935,2.25
675,3111.226215,2
676,1996.753077,3.9375
677,2528.516625,4.9375
678,1803.072871,4.375
679,1102.560633,6.1875
680,944.3020916,8.0625
681,831.4141152,9.9375
682,614.1724614,6.875
683,807.0289777,7.375
684,673.3710342,4.5625
685,638.5791858,6.125
686,533.1041035,7.875
687,639.8450699,8.875
688,798.7357444,7.3125
689,1171.910333,4.625
690,1260.533576,4.1875
691,1143.728185,5.9375
692,1124.589233,7.8125
693,980.0756634,6.8125
694,1515.797654,7.375
695,1811.020615,7.625
696,2410.850971,6.6875
697,1796.250903,6.1875
698,1359.321048,7
699,990.8047043,8.375
700,832.6995729,6.0625
701,681.7843152,3.9375
702,686.1412229,3.875
703,958.462654,4.8125
704,1947.689842,5.25
705,1429.476036,7.5625
706,1212.031822,8.75
707,820.5012304,9.3125
708,707.8457934,6.5625
709,1019.670292,5.1875
710,1228.512698,4.4375
711,1070.0201,3.0625
712,1584.447062,3.375
713,1946.324545,3.625
714,1683.35032,3.75
715,1425.445338,5.8125
716,1724.66457,3.875
717,2014.076495,4.875
718,1607.707499,6.375
719,1305.758942,6.125
720,1739.331986,4.9375
721,1854.989686,5.4375
722,1485.611725,5.625
723,1102.159092,8.6875
724,1037.817078,9.25
725,1268.542989,8.5625
726,916.2131511,8.1875
727,1187.397792,6
728,1272.78085,2.8125
729,2491.87771,5.25
730,2350.406639,6.5
731,1905.198521,6.125
732,1327.383503,9
733,1132.423922,4.5
734,566.3869198,2.125
735,358.4978766,0.9375
736,189.5444194,0.375
737,175.6145365,0
738,505.1763218,0
739,1497.953336,2
740,1156.95869,4
741,1139.072252,4
742,693.6401691,7
743,642.7177757,8.5
744,436.998222,8.1875
745,700.650219,8
746,1026.21429,8.9375
747,1403.117016,8.3125
748,946.2335429,10
749,615.3546577,7.875
750,854.8353864,6.8125
751,939.9200714,6.25
752,1032.120208,7
753,1367.474553,6.3125
754,1750.147656,5.0625
755,1888.738012,3.4375
756,1274.604099,5.625
757,1723.30877,4.6875
758,1110.610483,4.25
759,2160.190339,4.0625
760,2090.906232,5
761,1459.313321,6.375
762,792.6279651,8.125
763,536.0020189,8
764,448.0801441,7.9375
765,944.8289161,6.875
766,1507.745119,6.3125
767,1308.815677,5
768,1532.053437,7.375
769,1049.004969,4.5625
770,1624.391247,3.1875
771,1530.598253,4.5
772,1131.566728,7.1875
773,1846.132706,7.4375
774,2438.562733,3.6875
775,3268.76564,1.8125
776,2597.005016,2.8125
777,2118.004149,3.25
778,2497.781294,2.5
779,1341.703825,4.25
780,1264.780477,5.125
781,756.0108551,7.5
782,555.0629201,8.6875
783,252.2923432,9.3125
784,491.999433,6.5625
785,766.9076177,6.1875
786,791.9065237,3.9375
787,1150.628472,3.8125
788,1014.884452,5.75
789,775.5183773,6.8125
790,1033.909792,5.3125
791,796.3033249,5.625
792,897.2484726,5.75
793,1072.286833,6.75
794,2364.908776,5.25
795,3194.687116,5.5625
796,2711.141318,3.6875
797,2235.226671,4.75
798,2445.417845,6.25
799,2018.985536,4.0625
800,2451.632391,3.9375
801,1899.787929,2.9375
802,1543.254947,2.375
803,1483.555359,1.0625
804,1852.715939,2.5
805,1580.466622,3.1875
806,1103.561078,4.5625
807,915.1848243,6.25
808,488.083729,3.125
809,232.3197809,1.5
810,644.0624299,3.6875
811,1054.233164,3.75
812,690.4731535,5.75
813,1898.819979,4.875
814,1396.705466,7.4375
815,867.8989731,6.625
816,691.4297422,5.25
817,1631.241286,6.5
818,1189.496143,9.1875
819,689.882381,11.4375
820,723.2426592,8.625
821,841.2417488,9.25
822,712.1880253,10.5
823,1047.376605,7.0625
824,977.6647692,4.3125
825,993.3177518,7.0625
826,2135.428732,3.375
827,2265.552544,5.5
828,1638.679901,8.6875
829,1075.225091,7.3125
830,738.6647773,6.5
831,1306.806468,5.25
832,1543.177564,4.5
833,1948.056368,4.0625
834,1657.93788,3.9375
835,971.9776101,3.875
836,642.4984412,1.875
837,959.1608657,0.875
838,1730.806482,0.375
839,1241.973307,0.125
840,1514.912089,0
841,854.9128476,0
842,665.0651644,0
843,1914.803431,1
844,2414.452457,1.5
845,3570.959833,1.75
846,2556.295686,0.875
847,1638.317174,1.4375
848,779.4543159,0.6875
849,889.06349,0.3125
850,1301.018959,1.125
851,1025.454773,0.5625
852,862.0593798,0.25
853,1075.324036,0.125
854,613.2501211,0.0625
855,494.7450966,0
856,2066.054581,0
857,1622.160703,0
858,901.0709739,0
859,1181.015837,1
860,838.0997028,1.5
861,810.1581933,0.75
862,848.5029809,2.375
863,756.1113965,4.1875
864,356.1377308,9.0625
865,240.3217446,10.5
866,1251.09015,8.25
867,1590.015588,8.0625
868,863.3580448,3.9375
869,431.6477724,1.75
870,283.2803473,0.6875
871,105.8608096,0.25
872,888.5800188,0
873,1708.316228,1
874,989.2195092,4.5
875,684.085616,2.25
876,650.2134287,2.125
877,1301.208291,1.0625
878,859.8116613,2.5
879,570.1629186,2.125
880,936.2032076,3.0625
881,1011.715102,2.5
882,1029.505147,5.25
883,1023.548935,5.5625
884,1244.315711,5.75
885,962.9428531,6.8125
886,947.2436962,4.375
887,1036.031877,5.0625
888,1117.172514,5.4375
889,1385.822281,6.625
890,1338.194237,6.1875
891,1286.856195,7.0625
892,975.5221837,6.4375
893,562.3614122,7.125
894,994.1282038,8.4375
895,2142.221643,5.125
896,1616.41946,5.4375
897,1698.666143,7.625
898,1204.312211,3.6875
899,891.7385196,1.6875
900,1189.841428,0.8125
901,655.6760106,1.3125
902,463.0759278,1.5
903,350.0811585,0.75
904,1645.002243,0.375
905,1014.223335,2.1875
906,2624.23042,3.0625
907,1993.785696,2.5
908,1719.084607,1.25
909,2162.903858,0.625
910,3484.70276,2.25
911,2228.331219,4.0625
912,2674.26034,4
913,1512.184825,6
914,2498.306496,4
915,1870.021969,3.9375
916,1532.87287,7.875
917,1343.78705,3.875
918,1137.946417,4.8125
919,825.6659384,6.375
920,1566.906884,3.125
921,1165.828012,6.375
922,901.3305452,6.1875
923,1120.201803,7
924,1006.995471,8.375
925,671.5936808,12.1875
926,1129.90348,7.9375
927,988.300462,8.875
928,933.6042913,7.3125
929,891.5893077,9.5
930,963.3656635,6.5
931,921.9501001,7.1875
932,886.4172096,5.4375
933,3356.636841,3.625
934,2988.025964,1.625
935,2731.526654,0.75
936,1881.337262,0.25
937,1799.058492,2.0625
938,1690.409771,4
939,2319.12919,5
940,1979.335021,4.5
941,1070.172327,9.25
942,668.3891168,12.5625
943,913.0794114,10.1875
944,676.9609877,10
945,2532.167945,6.9375
946,1823.731777,6.25
947,1075.747998,8.875
948,904.9492237,5.3125
949,749.852276,8.5
950,606.2358611,11.1875
951,1312.48763,10.5
952,1310.574189,9.0625
953,939.3459279,10.5
954,902.4392281,10.0625
955,744.9513679,5.8125
956,674.4982714,8.75
957,944.804611,11.25
958,765.8749292,7.4375
959,654.7897516,3.5625
960,567.6012916,1.75
961,3137.59262,0.6875
962,1772.544416,0.125
963,1036.855832,0
964,1082.70785,0
965,2183.989142,0
966,1758.488276,0
967,1642.61817,0
968,1539.130203,2
969,1161.074459,3
970,1302.178336,3.5
971,842.1845345,2.75
972,870.6244369,1.375
973,1415.645711,0.625
974,1388.204492,0.25
975,1663.152691,0.0625
976,854.8663332,0
977,1012.344179,0
978,1066.183,0
979,537.4297477,0
980,242.6769524,0
981,146.4009762,0
982,705.5080607,1
983,352.2742737,0.5
984,247.7388504,0.25
985,182.3823162,0.125
986,90.37865809,0.0625
987,24.84406194,0
988,11.85953097,0
989,550.5329839,2
990,662.2339468,3
991,927.5432221,3.5
992,1956.889048,1.75
993,1166.101378,0.875
994,946.661656,0.375
995,790.3813991,0.125
996,567.6606992,0
997,381.6557111,0
998,969.5417817,2
999,1290.063914,3
1000,1314.325601,3.5
1001,2366.981041,3.75
1002,2401.198537,3.875
1003,1749.159863,4.875
1004,1085.001266,4.375
1005,735.8256917,5.125
1006,1709.034435,4.5
1007,1318.295825,3.1875
1008,1732.177691,3.5
1009,2995.377475,1.6875
1010,2008.401428,2.75
1011,1590.69732,3.3125
1012,1290.259874,4.625
1013,1703.127317,6.25
1014,2093.550456,5.125
1015,1165.812554,8.5
1016,908.3070516,5.1875
1017,902.4178324,4.5
1018,1023.100379,6.125
1019,1183.077339,10
1020,2081.171715,7.8125
1021,3708.125171,8.875
1022,2674.397323,8.375
1023,1794.328083,5.0625
1024,1333.090608,4.3125
1025,2278.453285,2.0625
1026,1880.213724,0.875
1027,1196.288949,1.3125
1028,2309.121064,2.625
1029,1399.458624,2.25
1030,926.1268848,5.125
1031,553.0844631,7.5625
1032,297.5496934,7.75
1033,332.0545938,7.8125
1034,2293.27187,5.875
1035,1598.658894,5.8125
1036,1081.220689,7.75
1037,614.1634875,6.75
1038,570.5248078,6.25
1039,604.2106844,8.0625
1040,1279.963612,6.9375
1041,1637.503538,5.3125
1042,1820.940942,4.5625
1043,1366.746562,4.1875
1044,995.8365734,5.9375
1045,741.3006932,4.875
1046,1071.274892,5.375
1047,1106.177463,3.625
1048,806.5543964,2.75
1049,693.6642359,3.25
1050,930.8444669,4.5625
1051,908.4148627,3.1875
1052,1145.87136,4.5625
1053,891.5633412,7.25
1054,884.1191992,8.5625
1055,588.556594,10.1875
1056,624.1070956,6.0625
1057,834.9684383,4.9375
1058,718.2079541,4.3125
1059,785.9503339,5
1060,757.5225897,4.3125
1061,823.7355703,5.125
1062,852.2266845,8.5
1063,2933.941794,4.1875
1064,1960.255334,2
1065,2653.675266,0.9375
1066,1349.010085,0.375
1067,963.9073297,3
1068,1465.614212,2.5
1069,1212.994055,5.25
1070,1478.594748,6.625
1071,1687.655497,6.3125
1072,977.7799521,8.0625
1073,552.7631113,10
1074,1061.69964,9.875
1075,998.7219647,6.8125
1076,809.0180769,6.3125
1077,929.7823328,8
1078,1009.643364,9.8125
1079,998.4724192,8.75
1080,1256.571983,8.3125
1081,1810.186919,4.0625
1082,1636.630649,3.875
1083,905.5107307,5.75
1084,950.1864,7.75
1085,1162.169308,6.75
1086,892.6132511,10.375
1087,833.275621,9.125
1088,3665.721923,4.4375
1089,4327.786017,2.0625
1090,2822.927672,1.9375
1091,1516.964128,0.75
1092,745.6587242,0.25
1093,271.1936147,0.125
1094,57.12879813,0.0625
1095,7.275007252,0
1096,0,0
1097,0,0
1098,0,0
1099,602.2405356,0
1100,441.7182476,0
1101,291.515978,0
1102,157.757989,0
1103,86.87899451,0
1104,946.7784849,0
1105,1540.709307,0
1106,1008.71518,2
1107,620.1247255,1
1108,1114.448072,0.5
1109,690.9269062,0.25
1110,923.3293563,0.125
1111,770.1002764,1
1112,929.341774,0.5
1113,479.3544482,0.25
1114,394.8545653,0.125
1115,1209.438177,1.0625
1116,620.8455459,0.5
1117,2473.923043,0.25
1118,1426.557504,0.125
1119,929.8555829,0.0625
1120,1094.136104,0
1121,946.5436798,0
1122,567.2695129,0
1123,915.5977072,2
1124,917.6126395,2
1125,570.2721739,3
1126,1304.396677,3.5
1127,1603.588282,6.75
1128,1050.672918,4.3125
1129,2213.1841,3.125
1130,2962.138072,1.5
1131,2840.84698,0.6875
1132,1466.433707,1.1875
1133,1225.30813,2.5625
1134,713.7667357,7.25
1135,630.7124353,7.625
1136,585.9655746,5.8125
1137,572.4350327,5.875
1138,390.7192859,4.875
1139,221.5373396,6.25
1140,170.9517715,9
1141,87.65994808,8.4375
1142,63.8513979,9.125
1143,338.4723794,7.5
1144,1680.896287,5.625
1145,1028.659044,5.625
